npi,provider_type,state,entity_code,anomaly_score_raw,isolation_forest_anomaly_flag,risk_score_0_100,risk_category,lof_anomaly_flag,leie_excluded_match,top_risk_reasons
1003036187,Geriatric Medicine,CA,I,-0.11553550778165017,0,21.22,Low,0,0,unusually high services per beneficiary (z=9.6 vs. population median); unusually high multi-year payment trend (z=6.7 vs. population median); unusually high year-over-year payment change (z=6.1 vs. population median)
1003053554,Physician Assistant,CO,I,-0.1157825342205846,0,21.16,Low,1,0,unusually high 5-year average services per beneficiary (z=10.1 vs. population median); unusually high 5-year average total services (z=6.7 vs. population median); unusually high year-over-year beneficiary count change (z=3.1 vs. population median)
1003090671,Chiropractic,AZ,I,-0.11587711114498633,0,21.14,Low,0,0,unusually high 5-year average services per beneficiary (z=16.2 vs. population median); unusually high services per beneficiary (z=12.6 vs. population median); unusually high services per billing code (z=8.5 vs. population median)
1003146598,Certified Clinical Nurse Specialist,OK,I,-0.1160992507665497,0,21.09,Low,0,0,unusually high submitted charge per service (z=8.7 vs. population median); unusually high services per beneficiary (z=2.9 vs. population median); unusually high total submitted charges (z=2.9 vs. population median)
1003123498,Licensed Clinical Social Worker,RI,I,-0.11612384652931634,0,21.08,Low,0,0,unusually high services per beneficiary (z=21.6 vs. population median); unusually high 5-year average services per beneficiary (z=20.3 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median)
1003034810,Diagnostic Radiology,SD,I,-0.11612583489284878,0,21.08,Low,0,0,unusually high total beneficiaries served (z=15.4 vs. population median); unusually high number of distinct billing codes (HCPCS) used (z=13.2 vs. population median); unusually high total services billed (z=9.7 vs. population median)
1003141920,Physician Assistant,IL,I,-0.11634081997818607,0,21.03,Low,0,0,unusually high charge-per-service deviation from specialty peers (z=10.3 vs. population median); unusually high submitted charge per service (z=9.1 vs. population median); unusually high total submitted charges (z=6.8 vs. population median)
1003040353,General Surgery,CA,I,-0.11634644430611452,0,21.03,Low,0,0,unusually high multi-year payment trend (z=45.1 vs. population median); unusually high multi-year service-volume trend (z=26.2 vs. population median); unusually high year-over-year service volume change (z=5.0 vs. population median)
1003041336,Neurosurgery,TX,I,-0.11634123876636854,0,21.03,Low,1,0,unusually high year-over-year payment-per-service change (z=11.1 vs. population median); unusually high year-over-year payment change (z=10.4 vs. population median); unusually high multi-year payment trend (z=7.4 vs. population median)
1003018870,Diagnostic Radiology,AL,I,-0.11633556011110374,0,21.03,Low,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=10.8 vs. population median); unusually high number of distinct billing codes (HCPCS) used (z=6.8 vs. population median); unusually high 5-year average total services (z=6.4 vs. population median)
1003102401,Licensed Clinical Social Worker,IL,I,-0.11635131580877939,0,21.02,Low,0,0,unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually high allowed-to-charge ratio (z=2.9 vs. population median)
1003159252,Diagnostic Radiology,OR,I,-0.1163926518154712,0,21.01,Low,0,0,unusually high number of distinct billing codes (HCPCS) used (z=9.2 vs. population median); unusually high total beneficiaries served (z=9.1 vs. population median); unusually high total services billed (z=5.6 vs. population median)
1003059874,Family Practice,MS,I,-0.11659273044110247,0,20.97,Low,0,0,unusually high charge-per-service deviation from specialty peers (z=19.4 vs. population median); unusually high submitted charge per service (z=10.8 vs. population median); unusually low payment-to-charge-ratio deviation from specialty peers (z=-3.7 vs. population median)
1003143330,Physician Assistant,DE,I,-0.11663374151976125,0,20.96,Low,0,0,unusually high payment-per-service deviation from specialty peers (z=5.6 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median)
1003047713,Chiropractic,RI,I,-0.11673064834418889,0,20.93,Low,0,0,unusually high services per beneficiary (z=27.1 vs. population median); unusually high 5-year average services per beneficiary (z=22.7 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median)
1003115502,Allergy/ Immunology,KY,I,-0.11689198967205666,0,20.89,Low,0,0,unusually high services per beneficiary (z=30.5 vs. population median); unusually high 5-year average services per beneficiary (z=28.1 vs. population median); unusually high total services billed (z=11.9 vs. population median)
1003105453,Chiropractic,FL,I,-0.11695893269599311,0,20.88,Low,0,0,unusually high services per beneficiary (z=7.4 vs. population median); unusually high 5-year average services per beneficiary (z=6.0 vs. population median); unusually high allowed-to-charge ratio (z=4.2 vs. population median)
1003119280,Certified Clinical Nurse Specialist,TX,I,-0.11705152641187727,0,20.86,Low,0,0,unusually low year-over-year beneficiary count change (z=-6.5 vs. population median); unusually low year-over-year payment change (z=-6.3 vs. population median); unusually low year-over-year service volume change (z=-5.9 vs. population median)
1003073701,Licensed Clinical Social Worker,NJ,I,-0.11705742295588778,0,20.85,Low,0,0,unusually high services per beneficiary (z=8.5 vs. population median); unusually high 5-year average services per beneficiary (z=7.6 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median)
1003049925,Nurse Practitioner,ID,I,-0.11745506614589163,0,20.76,Low,0,0,unusually high year-over-year service volume change (z=7.4 vs. population median); unusually high year-over-year beneficiary count change (z=6.5 vs. population median); unusually high payment-to-charge-ratio deviation from specialty peers (z=5.4 vs. population median)
1003086364,Family Practice,IA,I,-0.11751799777488842,0,20.74,Low,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=9.4 vs. population median); unusually high total services billed (z=8.1 vs. population median); unusually high multi-year service-volume trend (z=8.1 vs. population median)
1003080557,Neurology,TX,I,-0.11766973382044615,0,20.71,Low,1,0,unusually high 5-year average services per beneficiary (z=19.8 vs. population median); unusually high 5-year average total services (z=18.2 vs. population median); unusually high total Medicare payment received (z=5.7 vs. population median)
1003072885,Diagnostic Radiology,CA,I,-0.11770852413463395,0,20.7,Low,1,0,unusually high multi-year service-volume trend (z=78.9 vs. population median); unusually high multi-year payment trend (z=11.5 vs. population median); unusually high total beneficiaries served (z=6.6 vs. population median)
1003138918,Internal Medicine,KY,I,-0.11786690187724269,0,20.66,Low,0,0,unusually high standardized-amount-to-payment ratio (z=13.5 vs. population median); unusually high number of distinct billing codes (HCPCS) used (z=2.2 vs. population median); unusually low payment-per-service deviation from specialty peers (z=-2.0 vs. population median)
1003139692,Chiropractic,MS,I,-0.11799932413287234,0,20.63,Low,0,0,unusually high services per beneficiary (z=20.0 vs. population median); unusually high 5-year average services per beneficiary (z=18.1 vs. population median); unusually high services per billing code (z=6.1 vs. population median)
1003051731,Physical Medicine and Rehabilitation,TX,I,-0.11803998621632372,0,20.62,Low,0,0,unusually high total submitted charges (z=8.0 vs. population median); unusually high charge-per-service deviation from specialty peers (z=7.3 vs. population median); unusually high year-over-year payment-per-service change (z=4.9 vs. population median)
1003034927,Ophthalmology,OK,I,-0.11801663072963758,0,20.62,Low,1,0,unusually high multi-year payment trend (z=14.5 vs. population median); unusually high total Medicare payment received (z=7.2 vs. population median); unusually high payment-per-service deviation from specialty peers (z=5.1 vs. population median)
1003043050,Obstetrics & Gynecology,MI,I,-0.11806776255750956,0,20.61,Low,0,0,unusually high year-over-year payment-per-service change (z=7.6 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median)
1003113200,Pulmonary Disease,TX,I,-0.11817461633929005,0,20.59,Low,0,0,unusually high service-concentration deviation from specialty peers (z=11.3 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually high payment-per-service deviation from specialty peers (z=4.4 vs. population median)
1003132523,Nephrology,CA,I,-0.11830311134571247,0,20.56,Low,0,0,unusually high total Medicare payment received (z=9.2 vs. population median); unusually high 5-year average total payment (z=8.3 vs. population median); unusually high services per beneficiary (z=6.1 vs. population median)
1003045071,Hospitalist,IL,I,-0.11828118097496948,0,20.56,Low,0,0,unusually high multi-year payment trend (z=63.0 vs. population median); unusually high multi-year service-volume trend (z=55.5 vs. population median); unusually high total Medicare payment received (z=2.7 vs. population median)
1003015454,Internal Medicine,TX,I,-0.11831972916111233,0,20.55,Low,0,0,unusually high multi-year service-volume trend (z=25.5 vs. population median); unusually high multi-year payment trend (z=25.4 vs. population median); unusually high year-over-year payment change (z=9.4 vs. population median)
1003089673,Pulmonary Disease,NY,I,-0.11836875135088881,0,20.54,Low,0,0,unusually high total submitted charges (z=19.8 vs. population median); unusually high 5-year average total payment (z=16.7 vs. population median); unusually high total Medicare payment received (z=16.4 vs. population median)
1003040247,Chiropractic,MN,I,-0.11836177529031056,0,20.54,Low,0,0,unusually high services per beneficiary (z=16.7 vs. population median); unusually high 5-year average services per beneficiary (z=11.5 vs. population median); unusually high multi-year service-volume trend (z=6.6 vs. population median)
1003006149,Family Practice,NC,I,-0.11836353480130568,0,20.54,Low,0,0,unusually high multi-year service-volume trend (z=153.0 vs. population median); unusually high multi-year payment trend (z=129.3 vs. population median); unusually low services-per-beneficiary deviation from specialty peers (z=-1.5 vs. population median)
1003115684,Urology,FL,I,-0.11834634242871772,0,20.54,Low,0,0,unusually high total submitted charges (z=13.3 vs. population median); unusually high total Medicare payment received (z=13.0 vs. population median); unusually high total beneficiaries served (z=12.1 vs. population median)
1003068271,Nurse Practitioner,NY,I,-0.11858126912603117,0,20.49,Low,0,0,unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually high service-concentration deviation from specialty peers (z=4.0 vs. population median)
1003109000,Anesthesiology,NY,I,-0.11879677335213157,0,20.44,Low,1,0,unusually high submitted charge per service (z=19.3 vs. population median); unusually low year-over-year payment-per-service change (z=-5.7 vs. population median); unusually high multi-year service-volume trend (z=5.1 vs. population median)
1003103144,Speech Language Pathologist,SC,I,-0.11876282957910034,0,20.44,Low,0,0,unusually high 5-year average services per beneficiary (z=9.2 vs. population median); unusually high services per beneficiary (z=6.5 vs. population median); unusually high year-over-year beneficiary count change (z=6.3 vs. population median)
1003131749,Emergency Medicine,FL,I,-0.11894576308413474,0,20.4,Low,0,0,unusually high submitted charge per service (z=12.1 vs. population median); unusually high charge-per-service deviation from specialty peers (z=3.2 vs. population median); unusually high total submitted charges (z=2.4 vs. population median)
1003159054,Medical Oncology,TX,I,-0.119051995352632,0,20.38,Low,0,0,unusually high charge-per-service deviation from specialty peers (z=10.0 vs. population median); unusually high payment-per-service deviation from specialty peers (z=6.3 vs. population median); unusually high service-concentration deviation from specialty peers (z=2.2 vs. population median)
1003028580,Ophthalmology,CA,I,-0.11907281977238027,0,20.37,Low,0,0,unusually high service-concentration deviation from specialty peers (z=11.3 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually low standardized-amount-to-payment ratio (z=-3.9 vs. population median)
1003060898,Physician Assistant,CA,I,-0.11917753279825288,0,20.34,Low,0,0,unusually high charge-per-service deviation from specialty peers (z=5.2 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median)
1003154634,Licensed Clinical Social Worker,NC,I,-0.11924612182647798,0,20.33,Low,0,0,unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually high allowed-to-charge ratio (z=1.8 vs. population median)
1003045618,Licensed Clinical Social Worker,OH,I,-0.11939482460744222,0,20.29,Low,0,0,unusually high services per beneficiary (z=15.9 vs. population median); unusually high 5-year average services per beneficiary (z=6.6 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median)
1003103888,Family Practice,MI,I,-0.11946499801861948,0,20.28,Low,0,0,unusually high standardized-amount-to-payment ratio (z=19.7 vs. population median); unusually high multi-year service-volume trend (z=6.6 vs. population median); unusually low year-over-year payment-per-service change (z=-6.3 vs. population median)
1003016023,Internal Medicine,CA,I,-0.11961062698751057,0,20.24,Low,0,0,unusually high charge-per-service deviation from specialty peers (z=13.0 vs. population median); unusually high submitted charge per service (z=7.6 vs. population median); unusually high year-over-year payment change (z=4.3 vs. population median)
1003038316,Optometry,PA,I,-0.11968017875877834,0,20.22,Low,0,0,unusually high year-over-year payment change (z=11.2 vs. population median); unusually high year-over-year beneficiary count change (z=11.1 vs. population median); unusually high year-over-year service volume change (z=10.1 vs. population median)
1003010133,Family Practice,PA,I,-0.11970860446762277,0,20.22,Low,0,0,unusually high year-over-year beneficiary count change (z=19.5 vs. population median); unusually high year-over-year service volume change (z=18.7 vs. population median); unusually high year-over-year payment change (z=13.4 vs. population median)
1003019340,Internal Medicine,OR,I,-0.11996987973100465,0,20.15,Low,0,0,unusually high standardized-amount-to-payment ratio (z=10.6 vs. population median); unusually high year-over-year payment change (z=2.0 vs. population median); unusually high year-over-year service volume change (z=1.9 vs. population median)
1003020041,Family Practice,GA,I,-0.1200438789279148,0,20.14,Low,0,0,unusually high multi-year payment trend (z=25.2 vs. population median); unusually high multi-year service-volume trend (z=18.9 vs. population median); unusually high year-over-year service volume change (z=15.6 vs. population median)
1003136862,Certified Registered Nurse Anesthetist (CRNA),SC,I,-0.12014476550762432,0,20.11,Low,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=17.3 vs. population median); unusually high submitted charge per service (z=9.8 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median)
1003135716,Emergency Medicine,NY,I,-0.12015159168300538,0,20.11,Low,0,0,unusually high service-concentration deviation from specialty peers (z=8.4 vs. population median); unusually high submitted charge per service (z=5.1 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median)
1003082017,Orthopedic Surgery,WA,I,-0.12017540141962868,0,20.1,Low,0,0,unusually high 5-year average payment per service (z=2.3 vs. population median); unusually high payment-per-service deviation from specialty peers (z=1.9 vs. population median); unusually high submitted charge per service (z=1.8 vs. population median)
1003084757,Physical Therapist in Private Practice,IL,I,-0.12042367116684516,0,20.05,Low,0,0,unusually high 5-year average services per beneficiary (z=24.0 vs. population median); unusually high services per beneficiary (z=20.6 vs. population median); unusually high year-over-year beneficiary count change (z=18.3 vs. population median)
1003041815,Critical Care (Intensivists),FL,I,-0.12047432117945567,0,20.03,Low,0,0,unusually high year-over-year beneficiary count change (z=12.4 vs. population median); unusually high year-over-year payment change (z=11.4 vs. population median); unusually high year-over-year service volume change (z=11.1 vs. population median)
1003093824,Cardiology,IN,I,-0.12047432192803903,0,20.03,Low,0,0,unusually high year-over-year payment-per-service change (z=19.7 vs. population median); unusually high service-concentration deviation from specialty peers (z=8.7 vs. population median); unusually high charge-per-service deviation from specialty peers (z=3.8 vs. population median)
1003150277,Physical Therapist in Private Practice,NY,I,-0.120561014169845,0,20.01,Low,0,0,unusually high services per beneficiary (z=17.8 vs. population median); unusually high 5-year average services per beneficiary (z=16.2 vs. population median); unusually high services per billing code (z=7.9 vs. population median)
1003155623,Nurse Practitioner,DE,I,-0.12061746813037111,0,20.0,Low,0,0,unusually high standardized-amount-to-payment ratio (z=9.9 vs. population median); unusually high charge-per-service deviation from specialty peers (z=1.6 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=1.4 vs. population median)
1003117557,Infectious Disease,CA,I,-0.12065933220964425,0,19.99,Low,0,0,unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually high service-concentration deviation from specialty peers (z=4.0 vs. population median); unusually low year-over-year beneficiary count change (z=-3.9 vs. population median)
1003078015,Diagnostic Radiology,TX,I,-0.12070231713536461,0,19.98,Low,0,0,unusually high total submitted charges (z=9.4 vs. population median); unusually high charge-per-service deviation from specialty peers (z=7.7 vs. population median); unusually high number of distinct billing codes (HCPCS) used (z=6.0 vs. population median)
1003090481,Rheumatology,MT,I,-0.12068103716023942,0,19.98,Low,0,0,unusually low year-over-year payment change (z=-3.6 vs. population median); unusually low year-over-year service volume change (z=-3.6 vs. population median); unusually high service-concentration deviation from specialty peers (z=3.5 vs. population median)
1003019571,Hematology,FL,I,-0.12091760456730638,0,19.93,Low,0,0,unusually high multi-year payment trend (z=7.8 vs. population median); unusually high multi-year service-volume trend (z=6.4 vs. population median); unusually low year-over-year payment-per-service change (z=-5.4 vs. population median)
1003110008,Allergy/ Immunology,MN,I,-0.12096169673119034,0,19.92,Low,0,0,unusually high services per beneficiary (z=15.8 vs. population median); unusually low year-over-year payment-per-service change (z=-12.8 vs. population median); unusually high year-over-year service volume change (z=12.3 vs. population median)
1003066549,Physician Assistant,MD,I,-0.1209487382577975,0,19.92,Low,0,0,unusually high charge-per-service deviation from specialty peers (z=11.6 vs. population median); unusually high submitted charge per service (z=10.3 vs. population median); unusually high year-over-year payment change (z=4.4 vs. population median)
1003147687,Nurse Practitioner,HI,I,-0.12118060106232553,0,19.86,Low,0,0,unusually high standardized-amount-to-payment ratio (z=10.3 vs. population median); unusually low 5-year average payment-to-charge ratio (z=-1.3 vs. population median); unusually low payment-to-charge-ratio deviation from specialty peers (z=-1.2 vs. population median)
1003131509,Thoracic Surgery,ID,I,-0.12121326358362478,0,19.86,Low,1,0,unusually high 5-year average payment per service (z=10.3 vs. population median); unusually high payment per service (z=8.3 vs. population median); unusually high submitted charge per service (z=8.2 vs. population median)
1003060922,Anesthesiology,KY,I,-0.12150438566861066,0,19.79,Low,0,0,unusually high submitted charge per service (z=24.2 vs. population median); unusually high year-over-year payment change (z=5.5 vs. population median); unusually high year-over-year beneficiary count change (z=5.4 vs. population median)
1003057191,Chiropractic,CO,I,-0.12162380780066023,0,19.76,Low,0,0,unusually high services per beneficiary (z=23.5 vs. population median); unusually high 5-year average services per beneficiary (z=16.7 vs. population median); unusually high multi-year payment trend (z=7.2 vs. population median)
1003161993,Diagnostic Radiology,FL,I,-0.12215227939433232,0,19.63,Low,0,0,unusually high total beneficiaries served (z=10.7 vs. population median); unusually high total submitted charges (z=8.9 vs. population median); unusually high total services billed (z=5.6 vs. population median)
1003019373,Chiropractic,CA,I,-0.12222847232734829,0,19.61,Low,0,0,unusually high 5-year average services per beneficiary (z=12.3 vs. population median); unusually high services per beneficiary (z=10.2 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median)
1003034364,Licensed Clinical Social Worker,IN,I,-0.12234560121089755,0,19.58,Low,0,0,unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually low payment-per-service deviation from specialty peers (z=-4.4 vs. population median); unusually high year-over-year payment-per-service change (z=3.8 vs. population median)
1003112475,Occupational Therapist in Private Practice,NY,I,-0.12265927478698985,0,19.51,Low,1,0,unusually high services per beneficiary (z=13.0 vs. population median); unusually high charge-per-service deviation from specialty peers (z=11.7 vs. population median); unusually high 5-year average services per beneficiary (z=8.5 vs. population median)
1003135310,Surgical Oncology,NY,I,-0.12271684452081771,0,19.49,Low,0,0,unusually high 5-year average payment per service (z=6.4 vs. population median); unusually high payment per service (z=5.2 vs. population median); unusually high payment-to-charge-ratio deviation from specialty peers (z=4.4 vs. population median)
1003140575,Nurse Practitioner,OH,I,-0.12297988854662573,0,19.43,Low,0,0,unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually high service-concentration deviation from specialty peers (z=4.0 vs. population median)
1003010463,Family Practice,NC,I,-0.12300981989651599,0,19.42,Low,0,0,unusually high total beneficiaries served (z=6.7 vs. population median); unusually high 5-year average total services (z=5.7 vs. population median); unusually high total services billed (z=5.5 vs. population median)
1003017252,Clinical Laboratory,KS,O,-0.12300516900077046,0,19.42,Low,0,0,unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually low 5-year average payment per service (z=-2.6 vs. population median)
1003092008,"Psychologist, Clinical",IL,I,-0.12307286702711179,0,19.41,Low,0,0,unusually high services per billing code (z=10.1 vs. population median); unusually high multi-year payment trend (z=9.2 vs. population median); unusually high total submitted charges (z=8.1 vs. population median)
1003098799,Surgical Oncology,FL,I,-0.12311626919593527,0,19.4,Low,0,0,unusually high services-per-beneficiary deviation from specialty peers (z=36.5 vs. population median); unusually high multi-year service-volume trend (z=14.0 vs. population median); unusually high multi-year payment trend (z=9.6 vs. population median)
1003158262,Emergency Medicine,AZ,I,-0.12315452985366748,0,19.39,Low,0,0,unusually high submitted charge per service (z=11.9 vs. population median); unusually high service-concentration deviation from specialty peers (z=3.7 vs. population median); unusually high 5-year average payment per service (z=3.2 vs. population median)
1003093535,Pathology,IL,I,-0.12316204632343303,0,19.39,Low,0,0,unusually high total beneficiaries served (z=7.4 vs. population median); unusually high total services billed (z=6.6 vs. population median); unusually high multi-year service-volume trend (z=5.4 vs. population median)
1003151945,Nurse Practitioner,LA,I,-0.12337703666091437,0,19.33,Low,0,0,unusually high charge-per-service deviation from specialty peers (z=9.8 vs. population median); unusually high submitted charge per service (z=6.2 vs. population median); unusually high payment-per-service deviation from specialty peers (z=2.8 vs. population median)
1003126442,Nurse Practitioner,CO,I,-0.12353556425393225,0,19.3,Low,0,0,unusually high multi-year service-volume trend (z=27.3 vs. population median); unusually high multi-year payment trend (z=20.4 vs. population median); unusually high year-over-year beneficiary count change (z=15.3 vs. population median)
1003051244,Licensed Clinical Social Worker,DE,I,-0.12352089807205069,0,19.3,Low,0,0,unusually high services per beneficiary (z=17.3 vs. population median); unusually high 5-year average services per beneficiary (z=10.7 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.0 vs. population median)
1003130220,Certified Registered Nurse Anesthetist (CRNA),FL,I,-0.12356895276706809,0,19.29,Low,0,0,unusually high submitted charge per service (z=5.5 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually low year-over-year beneficiary count change (z=-3.2 vs. population median)
1003118712,Nurse Practitioner,FL,I,-0.12386535027971934,0,19.22,Low,0,0,unusually high multi-year payment trend (z=222.7 vs. population median); unusually high multi-year service-volume trend (z=185.5 vs. population median); unusually high services per billing code (z=2.6 vs. population median)
1003000829,Physical Therapist in Private Practice,CO,I,-0.12402449245123681,0,19.18,Low,0,0,unusually high services per beneficiary (z=60.9 vs. population median); unusually high 5-year average services per beneficiary (z=26.0 vs. population median); unusually high services per billing code (z=5.8 vs. population median)
1003108085,Diagnostic Radiology,FL,I,-0.12410824163390732,0,19.16,Low,0,0,unusually high multi-year payment trend (z=10.8 vs. population median); unusually high multi-year service-volume trend (z=7.4 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=6.3 vs. population median)
1003065376,Anesthesiology,CA,I,-0.12409881683045254,0,19.16,Low,0,0,unusually high submitted charge per service (z=8.3 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median)
1003064726,Podiatry,PA,I,-0.1241270735340349,0,19.15,Low,0,0,unusually high total services billed (z=6.9 vs. population median); unusually high services per billing code (z=4.7 vs. population median); unusually high year-over-year service volume change (z=4.3 vs. population median)
1003056300,General Surgery,OH,I,-0.1241994992233929,0,19.14,Low,0,0,unusually high service-concentration deviation from specialty peers (z=8.1 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually high year-over-year payment-per-service change (z=3.8 vs. population median)
1003103482,Marriage and Family Therapist,CA,I,-0.12422210744354772,0,19.13,Low,0,0,unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually high services per beneficiary (z=2.4 vs. population median)
1003130832,Pathology,WA,I,-0.12442196318914628,0,19.08,Low,0,0,unusually high payment-per-service deviation from specialty peers (z=3.4 vs. population median); unusually low standardized-amount-to-payment ratio (z=-3.1 vs. population median); unusually high payment-to-charge-ratio deviation from specialty peers (z=2.6 vs. population median)
1003160086,Nurse Practitioner,FL,I,-0.1244715815899684,0,19.07,Low,0,0,unusually high services per billing code (z=8.7 vs. population median); unusually high payment-to-charge-ratio deviation from specialty peers (z=4.2 vs. population median); unusually high payment-to-charge ratio (z=3.4 vs. population median)
1003038720,Licensed Clinical Social Worker,GA,I,-0.12457055029163838,0,19.05,Low,0,0,unusually high services per beneficiary (z=8.8 vs. population median); unusually high 5-year average services per beneficiary (z=8.6 vs. population median); unusually high 5-year average service concentration (HHI) (z=3.7 vs. population median)
1003078932,Urology,VT,I,-0.1247203931709081,0,19.01,Low,0,0,unusually high year-over-year beneficiary count change (z=24.1 vs. population median); unusually high year-over-year service volume change (z=22.6 vs. population median); unusually high year-over-year payment change (z=21.1 vs. population median)
1003036005,Physical Therapist in Private Practice,LA,I,-0.12477017730621892,0,19.0,Low,0,0,unusually high 5-year average services per beneficiary (z=52.6 vs. population median); unusually high services per beneficiary (z=47.5 vs. population median); unusually high services per billing code (z=13.7 vs. population median)
1003073289,Obstetrics & Gynecology,OR,I,-0.1248867671836898,0,18.97,Low,0,0,unusually high year-over-year payment change (z=17.1 vs. population median); unusually high year-over-year beneficiary count change (z=13.5 vs. population median); unusually high year-over-year service volume change (z=11.7 vs. population median)
1003016007,Audiologist,NY,I,-0.12489398914271638,0,18.97,Low,1,0,unusually high charge-per-service deviation from specialty peers (z=11.8 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=7.9 vs. population median); unusually high multi-year service-volume trend (z=5.2 vs. population median)
1003055575,Physician Assistant,NC,I,-0.1249982498202421,0,18.94,Low,0,0,unusually high multi-year payment trend (z=222.5 vs. population median); unusually high multi-year service-volume trend (z=31.0 vs. population median); unusually high services-per-beneficiary deviation from specialty peers (z=6.9 vs. population median)
1003029653,Occupational Therapist in Private Practice,WY,I,-0.12501389016644782,0,18.94,Low,0,0,unusually high 5-year average services per beneficiary (z=33.3 vs. population median); unusually high services per beneficiary (z=31.7 vs. population median); unusually high year-over-year payment change (z=9.0 vs. population median)
1003025172,Optometry,TN,I,-0.12503307235526145,0,18.94,Low,0,0,unusually high standardized-amount-to-payment ratio (z=5.2 vs. population median); unusually high payment-to-charge ratio (z=5.0 vs. population median); unusually high allowed-to-charge ratio (z=4.8 vs. population median)
1003043837,Diagnostic Radiology,IN,I,-0.12508053582562267,0,18.93,Low,0,0,unusually high number of distinct billing codes (HCPCS) used (z=14.2 vs. population median); unusually high total beneficiaries served (z=13.2 vs. population median); unusually high 5-year average total services (z=10.5 vs. population median)
1003045220,Family Practice,CA,I,-0.1252591167261768,0,18.88,Low,0,0,unusually high standardized-amount-to-payment ratio (z=11.6 vs. population median); unusually high year-over-year beneficiary count change (z=1.8 vs. population median); unusually high year-over-year service volume change (z=1.7 vs. population median)
1003072034,Obstetrics & Gynecology,NJ,I,-0.12525601494843241,0,18.88,Low,0,0,unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median); unusually low standardized-amount-to-payment ratio (z=-3.9 vs. population median)
1003050493,Neurosurgery,OK,I,-0.12526228911817444,0,18.88,Low,0,0,unusually high 5-year average total payment (z=10.4 vs. population median); unusually high total Medicare payment received (z=8.1 vs. population median); unusually high total submitted charges (z=7.9 vs. population median)
1003130071,Emergency Medicine,FL,I,-0.12526824328356606,0,18.88,Low,0,0,unusually high service-concentration deviation from specialty peers (z=3.3 vs. population median); unusually high submitted charge per service (z=3.1 vs. population median); unusually high payment per service (z=3.0 vs. population median)
1003152166,Certified Registered Nurse Anesthetist (CRNA),FL,I,-0.12537094883082128,0,18.86,Low,0,0,unusually high submitted charge per service (z=12.5 vs. population median); unusually high 5-year average service concentration (HHI) (z=4.9 vs. population median); unusually high service concentration (HHI) across billing codes (z=4.8 vs. population median)
1003044934,Family Practice,PA,I,-0.12539083960763786,0,18.85,Low,0,0,unusually high year-over-year payment-per-service change (z=7.2 vs. population median); unusually high service-concentration deviation from specialty peers (z=6.7 vs. population median); unusually low year-over-year service volume change (z=-4.8 vs. population median)
